project_id,founded,SIC,SIC2,CLS,health_social,healthcare,smallcompanies,currentasset,currentliabilities,currentratio,calledupshare,totalequity,employee-owned,group,dissolved,allocatedshares,aggregatevalue,shareholder,shareholder2,totalissueshares,reported,mutuals,spinout 
location503,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location928,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location929,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location930,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location931,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location932,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location933,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location934,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location935,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location936,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location937,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location938,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location939,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location940,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location941,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location942,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location943,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location944,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location945,2009,86900 - Other human health activities,,1,healthcare,1,1,12932266,8357610,2,,4894126,0,0,0,806,806,,individuals ,806,2019,1,0
location1340,2008,86900 - Other human health activities,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location1341,2008,86900 - Other human health activities,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location1342,2008,86900 - Other human health activities,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location1343,2008,86900 - Other human health activities,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location1344,2008,86900 - Other human health activities,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location1345,2008,86900 - Other human health activities,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location373,2013,86900 - Other human health activities,,0,socialcare,0,1,193687,69915,,,123772,0,0,0,,,,,,2019,0,0
location374,2013,86900 - Other human health activities,,0,socialcare,0,1,193687,69915,,,123772,0,0,0,,,,,,2019,0,0
location375,2013,86900 - Other human health activities,,0,socialcare,0,1,193687,69915,,,123772,0,0,0,,,,,,2019,0,0
location376,2013,86900 - Other human health activities,,0,socialcare,0,1,193687,69915,,,123772,0,0,0,,,,,,2019,0,0
location377,2013,86900 - Other human health activities,,0,socialcare,0,1,193687,69915,,,123772,0,0,0,,,,,,2019,0,0
location378,2013,86900 - Other human health activities,,0,socialcare,0,1,193687,69915,,,123772,0,0,0,,,,,,2019,0,0
location678,2014,88990 - Other social work activities without accommodation not elsewhere classified,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location679,2014,88990 - Other social work activities without accommodation not elsewhere classified,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location680,2014,88990 - Other social work activities without accommodation not elsewhere classified,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location681,2014,88990 - Other social work activities without accommodation not elsewhere classified,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location682,2014,88990 - Other social work activities without accommodation not elsewhere classified,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location683,2014,88990 - Other social work activities without accommodation not elsewhere classified,,1,socialcare,0,1,644902,483755,1,,184417,0,0,0,2,2,,individuals,2,2018,0,0
location696,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location697,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location698,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location699,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location700,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location701,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location702,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location703,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location704,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location705,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location706,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location707,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location970,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location971,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location972,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location973,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location974,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location975,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location976,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location977,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location978,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location979,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location980,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location981,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1310,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1311,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1312,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1313,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1314,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1315,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1316,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1317,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1318,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1319,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1320,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location1321,2009,86210 - General medical practice activities,,1,healthcare,1,1,886741,175490,5,,860397,0,0,0,6,6,,individuals ,6,2017,0,0
location313,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location314,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location315,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location316,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location317,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location318,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location319,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location320,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location321,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location322,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location323,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location324,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location325,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location326,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location327,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location328,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location329,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location330,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location612,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location613,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location614,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location615,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location616,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location617,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,,2483892,2125197,,,2794299,0,0,0,317,317,,CATALYST CHOICES EBT LTD,317,2016,1,1
location868,2009,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",88990 - Other social work activities without accommodation not elsewhere classified,0,healthcare,1,1,216044,256126,,,62115,0,0,0,,,,,,2019,0,1
location869,2009,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",88990 - Other social work activities without accommodation not elsewhere classified,0,healthcare,1,1,216044,256126,,,62115,0,0,0,,,,,,2019,0,1
location870,2009,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",88990 - Other social work activities without accommodation not elsewhere classified,0,healthcare,1,1,216044,256126,,,62115,0,0,0,,,,,,2019,0,1
location871,2009,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",88990 - Other social work activities without accommodation not elsewhere classified,0,healthcare,1,1,216044,256126,,,62115,0,0,0,,,,,,2019,0,1
location872,2009,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",88990 - Other social work activities without accommodation not elsewhere classified,0,healthcare,1,1,216044,256126,,,62115,0,0,0,,,,,,2019,0,1
location873,2009,"87200 - Residential care activities for learning difficulties, mental health and substance abuse",88990 - Other social work activities without accommodation not elsewhere classified,0,healthcare,1,1,216044,256126,,,62115,0,0,0,,,,,,2019,0,1
location714,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location715,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location716,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location717,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location718,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location719,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location880,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location881,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location882,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location883,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location884,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location885,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1138,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1139,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1140,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1141,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1142,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1143,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1144,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1145,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1146,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1147,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1148,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1149,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1150,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1151,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1152,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1153,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1154,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1155,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1156,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1157,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1158,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1159,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1160,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location1161,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider145,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider146,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider147,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider148,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider149,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider150,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider151,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider152,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider153,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider154,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider155,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider156,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider157,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider158,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider159,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider160,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider161,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider162,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider163,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider164,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider165,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider166,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider167,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
provider168,2007,86900 - Other human health activities,,1,healthcare,1,,28219755,26244729,1,,36881694,0,1,0,1917,1917,,individuals ,1917,2019,0,1
location618,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location619,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location620,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location621,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location622,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location623,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location624,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location625,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location626,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location627,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location628,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location629,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location1060,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location1061,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location1062,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location1063,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location1064,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location1065,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
location1066,2008,86220 - Specialists medical practice activities,,1,healthcare,1,1,789560,60453,13,,726352,0,0,0,8,8,,individuals ,8,2016,0,0
