project_id,std_name,provider_name,location_name,type,level,service_group,domain,rating,publication_date,primary_cat,region,report_type
location599,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Charlton House Community Resource Centre,Independent Healthcare Org,location,Overall,Overall,Requires improvement,2019-04-30T00:00:00Z,Residential social care,South West,Location
location605,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Combe Lea Community Resource Centre,Independent Healthcare Org,location,Overall,Overall,Good,2018-05-03T00:00:00Z,Residential social care,South West,Location
location611,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Avondown House,Independent Healthcare Org,location,Overall,Overall,Good,2018-03-16T00:00:00Z,Community based adult social care services,South West,Location
location617,CATALYST CHOICES CIC,Catalyst Choices Community Interest Company,Catalyst Choices Shared Lives,Social Care Org,location,Overall,Overall,Good,2018-11-24T00:00:00Z,Community based adult social care services,North West,Location
location618,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location619,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Older people,Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location625,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Overall,Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location626,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location627,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location628,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location629,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location630,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location631,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Older people,Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location637,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Overall,Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location638,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location639,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location640,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location641,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location642,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location643,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Older people,Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location649,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Overall,Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location650,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location651,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location652,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location653,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location654,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location655,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Older people,Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location661,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Overall,Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location662,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location663,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location664,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location665,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location666,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location667,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Older people,Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location673,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Overall,Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location674,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location675,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location676,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location677,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location683,CARERS FORWARD CIC,Carers Forward C.I.C.,Carers Forward Head office,Social Care Org,location,Overall,Overall,Good,2019-03-26T00:00:00Z,Community based adult social care services,West Midlands,Location
location689,ANGELS COMMUNITY ENTERPRISES CIC,Angels Community Enterprises C.I.C.,Angels Community Enterprises CIC,Social Care Org,location,Overall,Overall,Good,2016-01-11T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location695,YOUR HEALTHCARE CIC,Your Healthcare Community Interest Company,Yourhealthcare Community Interest Company,Social Care Org,location,Overall,Overall,Good,2017-02-24T00:00:00Z,Community based adult social care services,London,Location
location696,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Great Western Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Requires improvement,2018-08-24T00:00:00Z,GP Practices,South West,Location
location697,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Great Western Surgery,Primary Medical Services,location,Older people,Overall,Requires improvement,2018-08-24T00:00:00Z,GP Practices,South West,Location
location703,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Great Western Surgery,Primary Medical Services,location,Overall,Overall,Requires improvement,2018-08-24T00:00:00Z,GP Practices,South West,Location
location704,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Great Western Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Requires improvement,2018-08-24T00:00:00Z,GP Practices,South West,Location
location705,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Great Western Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Requires improvement,2018-08-24T00:00:00Z,GP Practices,South West,Location
location706,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Great Western Surgery,Primary Medical Services,location,People with long term conditions,Overall,Requires improvement,2018-08-24T00:00:00Z,GP Practices,South West,Location
location707,CARFAX HEALTH ENTERPRISE CIC,Carfax Health Enterprise Community Interest Company,Great Western Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Requires improvement,2018-08-24T00:00:00Z,GP Practices,South West,Location
location713,KARREK COMMUNITY CIC,Karrek Community CIC,Karrek Community,Social Care Org,location,Overall,Overall,Good,2018-05-22T00:00:00Z,Community based adult social care services,South West,Location
location719,CITY HEALTH CARE PARTNERSHIP CIC,City Health Care Partnership CIC,Highfield Resource Centre,Social Care Org,location,Overall,Overall,Good,2018-04-21T00:00:00Z,Residential social care,Yorkshire and The Humber,Location
location725,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,Bexley Health Neighbourhood Care C.I.C.,Bexley Health Neighbourhood Care GP Hub (BHNC GP Hub) at Erith and District Hospital,Primary Medical Services,location,Overall,Overall,Requires improvement,2019-07-19T00:00:00Z,GP Practices,London,Location
location731,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,Bexley Health Neighbourhood Care C.I.C.,"Bexley Health Neighbourhood Care GP Hub (BHNC GP Hub) at Queen Mary's Hospital, Sidcup",Primary Medical Services,location,Overall,Overall,Requires improvement,2019-07-19T00:00:00Z,GP Practices,London,Location
location732,ARCH HEALTH CIC,Arch Health Community Interest Company,Arch Healthcare,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-03-18T00:00:00Z,GP Practices,South East,Location
location738,ARCH HEALTH CIC,Arch Health Community Interest Company,Arch Healthcare,Primary Medical Services,location,Overall,Overall,Outstanding,2019-03-18T00:00:00Z,GP Practices,South East,Location
location739,ARCH HEALTH CIC,Arch Health Community Interest Company,Arch Healthcare,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Outstanding,2019-03-18T00:00:00Z,GP Practices,South East,Location
location740,ARCH HEALTH CIC,Arch Health Community Interest Company,Arch Healthcare,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Outstanding,2019-03-18T00:00:00Z,GP Practices,South East,Location
location741,ARCH HEALTH CIC,Arch Health Community Interest Company,Arch Healthcare,Primary Medical Services,location,People with long term conditions,Overall,Outstanding,2019-03-18T00:00:00Z,GP Practices,South East,Location
location742,ARCH HEALTH CIC,Arch Health Community Interest Company,Arch Healthcare,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Outstanding,2019-03-18T00:00:00Z,GP Practices,South East,Location
location743,MEEBBB HEALTH CIC,MEEBBB Health CIC,St Pauls Way Medical Centre,Primary Medical Services,location,"Families, children and young people",Overall,Outstanding,2018-02-06T00:00:00Z,GP Practices,London,Location
location744,MEEBBB HEALTH CIC,MEEBBB Health CIC,St Pauls Way Medical Centre,Primary Medical Services,location,Older people,Overall,Good,2018-02-06T00:00:00Z,GP Practices,London,Location
location750,MEEBBB HEALTH CIC,MEEBBB Health CIC,St Pauls Way Medical Centre,Primary Medical Services,location,Overall,Overall,Outstanding,2018-02-06T00:00:00Z,GP Practices,London,Location
location751,MEEBBB HEALTH CIC,MEEBBB Health CIC,St Pauls Way Medical Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Outstanding,2018-02-06T00:00:00Z,GP Practices,London,Location
location752,MEEBBB HEALTH CIC,MEEBBB Health CIC,St Pauls Way Medical Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2018-02-06T00:00:00Z,GP Practices,London,Location
location753,MEEBBB HEALTH CIC,MEEBBB Health CIC,St Pauls Way Medical Centre,Primary Medical Services,location,People with long term conditions,Overall,Outstanding,2018-02-06T00:00:00Z,GP Practices,London,Location
location754,MEEBBB HEALTH CIC,MEEBBB Health CIC,St Pauls Way Medical Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2018-02-06T00:00:00Z,GP Practices,London,Location
location760,EAZY INNOVATIONS CIC,Eazy Innovations C.I.C.,N1C,Social Care Org,location,Overall,Overall,Good,2018-04-06T00:00:00Z,Community based adult social care services,London,Location
location766,TOWER HAMLETS GP CARE GROUP CIC,Tower Hamlets GP Care Group CIC,Tower Hamlets Out of Hours GP Service,Primary Medical Services,location,Overall,Overall,Good,2018-12-07T00:00:00Z,Out of hours,London,Location
location767,BEVAN HEALTHCARE CIC,Bevan Healthcare C.I.C.,York Street Health Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2018-11-20T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location768,BEVAN HEALTHCARE CIC,Bevan Healthcare C.I.C.,York Street Health Practice,Primary Medical Services,location,Older people,Overall,Good,2018-11-20T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location774,BEVAN HEALTHCARE CIC,Bevan Healthcare C.I.C.,York Street Health Practice,Primary Medical Services,location,Overall,Overall,Good,2018-11-20T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location775,BEVAN HEALTHCARE CIC,Bevan Healthcare C.I.C.,York Street Health Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2018-11-20T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location776,BEVAN HEALTHCARE CIC,Bevan Healthcare C.I.C.,York Street Health Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Outstanding,2018-11-20T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location777,BEVAN HEALTHCARE CIC,Bevan Healthcare C.I.C.,York Street Health Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2018-11-20T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location778,BEVAN HEALTHCARE CIC,Bevan Healthcare C.I.C.,York Street Health Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2018-11-20T00:00:00Z,GP Practices,Yorkshire and The Humber,Location
location779,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Kirkholt Medical Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location780,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Kirkholt Medical Practice,Primary Medical Services,location,Older people,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location786,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Kirkholt Medical Practice,Primary Medical Services,location,Overall,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location787,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Kirkholt Medical Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location788,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Kirkholt Medical Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location789,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Kirkholt Medical Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location790,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Kirkholt Medical Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location791,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Birtle View Medical Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location792,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Birtle View Medical Practice,Primary Medical Services,location,Older people,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location798,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Birtle View Medical Practice,Primary Medical Services,location,Overall,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location799,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Birtle View Medical Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location800,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Birtle View Medical Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location801,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Birtle View Medical Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location802,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,Birtle View Medical Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location803,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Kingsway Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location804,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Kingsway Practice,Primary Medical Services,location,Older people,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location810,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Kingsway Practice,Primary Medical Services,location,Overall,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location811,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Kingsway Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location812,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Kingsway Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location813,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Kingsway Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location814,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Kingsway Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2018-11-06T00:00:00Z,GP Practices,North West,Location
location815,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Caradoc Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Requires improvement,2019-01-10T00:00:00Z,GP Practices,East of England,Location
location816,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Caradoc Surgery,Primary Medical Services,location,Older people,Overall,Requires improvement,2019-01-10T00:00:00Z,GP Practices,East of England,Location
location822,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Caradoc Surgery,Primary Medical Services,location,Overall,Overall,Requires improvement,2019-01-10T00:00:00Z,GP Practices,East of England,Location
location823,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Caradoc Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Inadequate,2019-01-10T00:00:00Z,GP Practices,East of England,Location
location824,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Caradoc Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Requires improvement,2019-01-10T00:00:00Z,GP Practices,East of England,Location
location825,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Caradoc Surgery,Primary Medical Services,location,People with long term conditions,Overall,Inadequate,2019-01-10T00:00:00Z,GP Practices,East of England,Location
location826,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Caradoc Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Requires improvement,2019-01-10T00:00:00Z,GP Practices,East of England,Location
location827,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Epping Close Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-09-27T00:00:00Z,GP Practices,East of England,Location
location828,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Epping Close Surgery,Primary Medical Services,location,Older people,Overall,Good,2017-09-27T00:00:00Z,GP Practices,East of England,Location
location834,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Epping Close Surgery,Primary Medical Services,location,Overall,Overall,Good,2017-09-27T00:00:00Z,GP Practices,East of England,Location
location835,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Epping Close Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-09-27T00:00:00Z,GP Practices,East of England,Location
location836,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Epping Close Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-09-27T00:00:00Z,GP Practices,East of England,Location
location837,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Epping Close Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-09-27T00:00:00Z,GP Practices,East of England,Location
location838,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Epping Close Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-09-27T00:00:00Z,GP Practices,East of England,Location
location839,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Frinton Road Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Requires improvement,2018-12-24T00:00:00Z,GP Practices,East of England,Location
location840,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Frinton Road Surgery,Primary Medical Services,location,Older people,Overall,Requires improvement,2018-12-24T00:00:00Z,GP Practices,East of England,Location
location846,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Frinton Road Surgery,Primary Medical Services,location,Overall,Overall,Requires improvement,2018-12-24T00:00:00Z,GP Practices,East of England,Location
location847,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Frinton Road Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Requires improvement,2018-12-24T00:00:00Z,GP Practices,East of England,Location
location848,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Frinton Road Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Requires improvement,2018-12-24T00:00:00Z,GP Practices,East of England,Location
location849,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Frinton Road Surgery,Primary Medical Services,location,People with long term conditions,Overall,Requires improvement,2018-12-24T00:00:00Z,GP Practices,East of England,Location
location850,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Frinton Road Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Requires improvement,2018-12-24T00:00:00Z,GP Practices,East of England,Location
location851,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Green Elms Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-11-06T00:00:00Z,GP Practices,East of England,Location
location852,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Green Elms Surgery,Primary Medical Services,location,Older people,Overall,Good,2017-11-06T00:00:00Z,GP Practices,East of England,Location
location858,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Green Elms Surgery,Primary Medical Services,location,Overall,Overall,Good,2017-11-06T00:00:00Z,GP Practices,East of England,Location
location859,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Green Elms Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-11-06T00:00:00Z,GP Practices,East of England,Location
location860,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Green Elms Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-11-06T00:00:00Z,GP Practices,East of England,Location
location861,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Green Elms Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-11-06T00:00:00Z,GP Practices,East of England,Location
location862,ANGLIAN COMMUNITY ENTERPRISE CIC (ACE CIC),Anglian Community Enterprise Community Interest Company (ACE CIC),Green Elms Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-11-06T00:00:00Z,GP Practices,East of England,Location
