project_id,std_name,founded,SIC,SIC2,CLS,health_social,healthcare,smallcompanies,group,allocatedshares,aggregatevalue,shareholder,shareholder2,totalissueshares,mutuals,currentasset,currentliabilities,calledupshare,totalequity,employee-owned,spinout,dissolved,reported
location728,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,2015,86900 - Other human health activities,NA,1,healthcare,1,NA,0,226599,56650,NA,individuals,226599,0,639220,232451,56648,408648,0,0,0,2019
location729,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,2015,86900 - Other human health activities,NA,1,healthcare,1,NA,0,226599,56650,NA,individuals,226599,0,639220,232451,56648,408648,0,0,0,2019
location730,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,2015,86900 - Other human health activities,NA,1,healthcare,1,NA,0,226599,56650,NA,individuals,226599,0,639220,232451,56648,408648,0,0,0,2019
location731,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,2015,86900 - Other human health activities,NA,1,healthcare,1,NA,0,226599,56650,NA,individuals,226599,0,639220,232451,56648,408648,0,0,0,2019
location1120,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1121,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1122,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1123,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1124,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1125,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1126,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1127,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1128,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1129,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1130,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
location1131,BOLTON COMMUNITY PRACTICE CIC,2011,86210 - General medical practice activities,NA,1,healthcare,1,1,0,11,11,NA,individuals,11,1,1106850,1181327,20,-74477,0,1,0,2019
provider427,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider428,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider429,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider430,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider431,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider432,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider433,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider434,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider435,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider436,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider437,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider438,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider439,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider440,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider441,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider442,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider443,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider444,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider445,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider446,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider447,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider448,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider449,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider450,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider451,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider452,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider453,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider454,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider455,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
provider456,BRISTOL COMMUNITY HEALTH CIC,2011,86900 - Other human health activities,NA,1,healthcare,1,0,0,1633,1633,NA,individuals,1633,1,14608017,12348158,1673,1237549,0,1,1,2019
location103,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location104,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location105,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location106,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location107,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location108,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location109,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location110,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location111,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location112,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location113,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location114,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location486,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location487,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location488,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location489,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location490,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location491,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location492,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location493,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location494,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location495,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location496,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location497,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location498,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location499,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location500,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location501,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location502,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location503,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location928,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location929,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location930,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location931,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location932,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location933,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location934,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location935,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location936,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location937,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location938,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location939,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location940,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location941,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location942,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location943,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location944,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location945,BROMLEY HEALTHCARE CIC,2009,86900 - Other human health activities,NA,1,healthcare,1,1,0,806,806,NA,individuals,806,1,12932266,8357610,812,4894126,1,0,0,2019
location1340,CARE SOLUTION BUREAU CIC,2008,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,644902,484491,2,183681,0,0,0,2019
location1341,CARE SOLUTION BUREAU CIC,2008,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,644902,484491,2,183681,0,0,0,2019
location1342,CARE SOLUTION BUREAU CIC,2008,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,644902,484491,2,183681,0,0,0,2019
location1343,CARE SOLUTION BUREAU CIC,2008,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,644902,484491,2,183681,0,0,0,2019
location1344,CARE SOLUTION BUREAU CIC,2008,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,644902,484491,2,183681,0,0,0,2019
location1345,CARE SOLUTION BUREAU CIC,2008,86900 - Other human health activities,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,644902,484491,2,183681,0,0,0,2019
location373,CARERS BREAK CIC,2013,86900 - Other human health activities,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,193687,69915,NA,123772,0,0,0,2019
location374,CARERS BREAK CIC,2013,86900 - Other human health activities,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,193687,69915,NA,123772,0,0,0,2019
location375,CARERS BREAK CIC,2013,86900 - Other human health activities,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,193687,69915,NA,123772,0,0,0,2019
location376,CARERS BREAK CIC,2013,86900 - Other human health activities,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,193687,69915,NA,123772,0,0,0,2019
location377,CARERS BREAK CIC,2013,86900 - Other human health activities,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,193687,69915,NA,123772,0,0,0,2019
location378,CARERS BREAK CIC,2013,86900 - Other human health activities,NA,0,socialcare,0,1,0,NA,NA,NA,NA,NA,0,193687,69915,NA,123772,0,0,0,2019
location678,CARERS FORWARD CIC,2014,88990 - Other social work activities without accommodation not elsewhere classified,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,66806,55900,NA,184417,0,0,0,2019
location679,CARERS FORWARD CIC,2014,88990 - Other social work activities without accommodation not elsewhere classified,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,66806,55900,NA,184417,0,0,0,2019
location680,CARERS FORWARD CIC,2014,88990 - Other social work activities without accommodation not elsewhere classified,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,66806,55900,NA,184417,0,0,0,2019
location681,CARERS FORWARD CIC,2014,88990 - Other social work activities without accommodation not elsewhere classified,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,66806,55900,NA,184417,0,0,0,2019
location682,CARERS FORWARD CIC,2014,88990 - Other social work activities without accommodation not elsewhere classified,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,66806,55900,NA,184417,0,0,0,2019
location683,CARERS FORWARD CIC,2014,88990 - Other social work activities without accommodation not elsewhere classified,NA,1,socialcare,0,1,0,2,2,NA,individuals,2,0,66806,55900,NA,184417,0,0,0,2019
location696,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location697,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location698,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location699,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location700,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location701,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location702,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location703,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location704,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location705,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location706,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location707,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location970,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location971,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location972,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location973,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location974,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location975,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location976,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location977,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location978,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location979,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location980,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location981,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1310,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1311,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1312,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1313,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1314,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1315,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1316,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1317,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1318,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1319,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1320,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location1321,CARFAX HEALTH ENTERPRISE CIC,2009,86210 - General medical practice activities,NA,1,healthcare,1,1,0,6,6,NA,individuals,6,0,886741,175490,5,860397,0,0,0,2019
location313,CATALYST CHOICES CIC,2014,87300 - Residential care activities for the elderly and disabled,88100 - Social work activities without accommodation for the elderly and disabled,1,socialcare,0,NA,0,317,317,NA,CATALYST CHOICES EBT LTD,317,1,3212763,2425415,317,-2364647,1,1,0,2019
