project_id,std_name,provider_name,location_name,type,level,service_group,domain,rating,publication_date,primary_cat,region,report_type
location561,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Community health inpatient services,Responsive,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location562,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Community health inpatient services,Well-led,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location563,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Community health inpatient services,Overall,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location564,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Overall,Safe,Requires improvement,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location565,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Overall,Effective,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location566,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Overall,Caring,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location567,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Overall,Responsive,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location568,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Overall,Well-led,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location569,MEDWAY COMMUNITY HEALTHCARE CIC,Medway Community Healthcare C.I.C,Amherst Court,Independent Healthcare Org,location,Overall,Overall,Good,2017-06-29T00:00:00Z,Community health - NHS & Independent,South East,Location
location570,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Suffolk GP Federation C.I.C. - Head Office,Independent Healthcare Org,location,Overall,Safe,Requires improvement,2019-03-15T00:00:00Z,Out of hours,East of England,Location
location571,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Suffolk GP Federation C.I.C. - Head Office,Independent Healthcare Org,location,Overall,Effective,Requires improvement,2019-03-15T00:00:00Z,Out of hours,East of England,Location
location572,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Suffolk GP Federation C.I.C. - Head Office,Independent Healthcare Org,location,Overall,Caring,Good,2019-03-15T00:00:00Z,Out of hours,East of England,Location
location573,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Suffolk GP Federation C.I.C. - Head Office,Independent Healthcare Org,location,Overall,Responsive,Good,2019-03-15T00:00:00Z,Out of hours,East of England,Location
location574,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Suffolk GP Federation C.I.C. - Head Office,Independent Healthcare Org,location,Overall,Well-led,Requires improvement,2019-03-15T00:00:00Z,Out of hours,East of England,Location
location575,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Suffolk GP Federation C.I.C. - Head Office,Independent Healthcare Org,location,Overall,Overall,Requires improvement,2019-03-15T00:00:00Z,Out of hours,East of England,Location
location576,EAM LODGE CIC,EAM Lodge Community Interest Company,EAM Lodge (Trafford),Social Care Org,location,Overall,Safe,Good,2019-03-09T00:00:00Z,Residential social care,North West,Location
location577,EAM LODGE CIC,EAM Lodge Community Interest Company,EAM Lodge (Trafford),Social Care Org,location,Overall,Effective,Good,2019-03-09T00:00:00Z,Residential social care,North West,Location
location578,EAM LODGE CIC,EAM Lodge Community Interest Company,EAM Lodge (Trafford),Social Care Org,location,Overall,Caring,Good,2019-03-09T00:00:00Z,Residential social care,North West,Location
location579,EAM LODGE CIC,EAM Lodge Community Interest Company,EAM Lodge (Trafford),Social Care Org,location,Overall,Responsive,Good,2019-03-09T00:00:00Z,Residential social care,North West,Location
location580,EAM LODGE CIC,EAM Lodge Community Interest Company,EAM Lodge (Trafford),Social Care Org,location,Overall,Well-led,Good,2019-03-09T00:00:00Z,Residential social care,North West,Location
location581,EAM LODGE CIC,EAM Lodge Community Interest Company,EAM Lodge (Trafford),Social Care Org,location,Overall,Overall,Good,2019-03-09T00:00:00Z,Residential social care,North West,Location
location582,SOUTH DURHAM HEALTH CIC,South Durham Health C.I.C,"The Surgery, Wheatley Hill",Primary Medical Services,location,Overall,Safe,Good,2019-08-23T00:00:00Z,Out of hours,North East,Location
location583,SOUTH DURHAM HEALTH CIC,South Durham Health C.I.C,"The Surgery, Wheatley Hill",Primary Medical Services,location,Overall,Effective,Good,2019-08-23T00:00:00Z,Out of hours,North East,Location
location584,SOUTH DURHAM HEALTH CIC,South Durham Health C.I.C,"The Surgery, Wheatley Hill",Primary Medical Services,location,Overall,Caring,Good,2019-08-23T00:00:00Z,Out of hours,North East,Location
location585,SOUTH DURHAM HEALTH CIC,South Durham Health C.I.C,"The Surgery, Wheatley Hill",Primary Medical Services,location,Overall,Responsive,Good,2019-08-23T00:00:00Z,Out of hours,North East,Location
location586,SOUTH DURHAM HEALTH CIC,South Durham Health C.I.C,"The Surgery, Wheatley Hill",Primary Medical Services,location,Overall,Well-led,Good,2019-08-23T00:00:00Z,Out of hours,North East,Location
location587,SOUTH DURHAM HEALTH CIC,South Durham Health C.I.C,"The Surgery, Wheatley Hill",Primary Medical Services,location,Overall,Overall,Good,2019-08-23T00:00:00Z,Out of hours,North East,Location
location588,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Cleeve Court Community Resource Centre,Social Care Org,location,Overall,Safe,Good,2019-08-28T00:00:00Z,Residential social care,South West,Location
location589,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Cleeve Court Community Resource Centre,Social Care Org,location,Overall,Effective,Good,2019-08-28T00:00:00Z,Residential social care,South West,Location
location590,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Cleeve Court Community Resource Centre,Social Care Org,location,Overall,Caring,Good,2019-08-28T00:00:00Z,Residential social care,South West,Location
location591,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Cleeve Court Community Resource Centre,Social Care Org,location,Overall,Responsive,Good,2019-08-28T00:00:00Z,Residential social care,South West,Location
location592,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Cleeve Court Community Resource Centre,Social Care Org,location,Overall,Well-led,Good,2019-08-28T00:00:00Z,Residential social care,South West,Location
location593,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Cleeve Court Community Resource Centre,Social Care Org,location,Overall,Overall,Good,2019-08-28T00:00:00Z,Residential social care,South West,Location
location594,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Charlton House Community Resource Centre,Independent Healthcare Org,location,Overall,Safe,Requires improvement,2019-04-30T00:00:00Z,Residential social care,South West,Location
location595,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Charlton House Community Resource Centre,Independent Healthcare Org,location,Overall,Effective,Requires improvement,2019-04-30T00:00:00Z,Residential social care,South West,Location
location596,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Charlton House Community Resource Centre,Independent Healthcare Org,location,Overall,Caring,Good,2019-04-30T00:00:00Z,Residential social care,South West,Location
location597,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Charlton House Community Resource Centre,Independent Healthcare Org,location,Overall,Responsive,Good,2019-04-30T00:00:00Z,Residential social care,South West,Location
location598,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Charlton House Community Resource Centre,Independent Healthcare Org,location,Overall,Well-led,Requires improvement,2019-04-30T00:00:00Z,Residential social care,South West,Location
location599,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Charlton House Community Resource Centre,Independent Healthcare Org,location,Overall,Overall,Requires improvement,2019-04-30T00:00:00Z,Residential social care,South West,Location
location600,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Combe Lea Community Resource Centre,Independent Healthcare Org,location,Overall,Safe,Requires improvement,2018-05-03T00:00:00Z,Residential social care,South West,Location
location601,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Combe Lea Community Resource Centre,Independent Healthcare Org,location,Overall,Effective,Good,2018-05-03T00:00:00Z,Residential social care,South West,Location
location602,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Combe Lea Community Resource Centre,Independent Healthcare Org,location,Overall,Caring,Good,2018-05-03T00:00:00Z,Residential social care,South West,Location
location603,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Combe Lea Community Resource Centre,Independent Healthcare Org,location,Overall,Responsive,Good,2018-05-03T00:00:00Z,Residential social care,South West,Location
location604,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Combe Lea Community Resource Centre,Independent Healthcare Org,location,Overall,Well-led,Good,2018-05-03T00:00:00Z,Residential social care,South West,Location
location605,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Combe Lea Community Resource Centre,Independent Healthcare Org,location,Overall,Overall,Good,2018-05-03T00:00:00Z,Residential social care,South West,Location
location606,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Avondown House,Independent Healthcare Org,location,Overall,Safe,Good,2018-03-16T00:00:00Z,Community based adult social care services,South West,Location
location607,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Avondown House,Independent Healthcare Org,location,Overall,Effective,Good,2018-03-16T00:00:00Z,Community based adult social care services,South West,Location
location608,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Avondown House,Independent Healthcare Org,location,Overall,Caring,Good,2018-03-16T00:00:00Z,Community based adult social care services,South West,Location
location609,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Avondown House,Independent Healthcare Org,location,Overall,Responsive,Good,2018-03-16T00:00:00Z,Community based adult social care services,South West,Location
location610,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Avondown House,Independent Healthcare Org,location,Overall,Well-led,Good,2018-03-16T00:00:00Z,Community based adult social care services,South West,Location
location611,SIRONA CARE & HEALTH CIC,Sirona Care & Health C.I.C.,Avondown House,Independent Healthcare Org,location,Overall,Overall,Good,2018-03-16T00:00:00Z,Community based adult social care services,South West,Location
location612,CATALYST CHOICES CIC,Catalyst Choices Community Interest Company,Catalyst Choices Shared Lives,Social Care Org,location,Overall,Safe,Good,2018-11-24T00:00:00Z,Community based adult social care services,North West,Location
location613,CATALYST CHOICES CIC,Catalyst Choices Community Interest Company,Catalyst Choices Shared Lives,Social Care Org,location,Overall,Effective,Good,2018-11-24T00:00:00Z,Community based adult social care services,North West,Location
location614,CATALYST CHOICES CIC,Catalyst Choices Community Interest Company,Catalyst Choices Shared Lives,Social Care Org,location,Overall,Caring,Good,2018-11-24T00:00:00Z,Community based adult social care services,North West,Location
location615,CATALYST CHOICES CIC,Catalyst Choices Community Interest Company,Catalyst Choices Shared Lives,Social Care Org,location,Overall,Responsive,Good,2018-11-24T00:00:00Z,Community based adult social care services,North West,Location
location616,CATALYST CHOICES CIC,Catalyst Choices Community Interest Company,Catalyst Choices Shared Lives,Social Care Org,location,Overall,Well-led,Good,2018-11-24T00:00:00Z,Community based adult social care services,North West,Location
location617,CATALYST CHOICES CIC,Catalyst Choices Community Interest Company,Catalyst Choices Shared Lives,Social Care Org,location,Overall,Overall,Good,2018-11-24T00:00:00Z,Community based adult social care services,North West,Location
location618,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location619,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Older people,Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location620,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Overall,Safe,Requires improvement,2017-11-15T00:00:00Z,GP Practices,North West,Location
location621,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Overall,Effective,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location622,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Overall,Caring,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location623,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Overall,Responsive,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location624,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Overall,Well-led,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location625,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Overall,Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location626,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location627,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location628,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location629,CORNERSTONE HEALTHCARE CIC,Cornerstone Healthcare Community Interest Company,Waterside Health Centre,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-11-15T00:00:00Z,GP Practices,North West,Location
location630,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location631,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Older people,Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location632,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Overall,Safe,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location633,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Overall,Effective,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location634,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Overall,Caring,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location635,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Overall,Responsive,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location636,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Overall,Well-led,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location637,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Overall,Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location638,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location639,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location640,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location641,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,John Street Medical Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-08-30T00:00:00Z,GP Practices,North West,Location
location642,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,"Families, children and young people",Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location643,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Older people,Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location644,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Overall,Safe,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location645,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Overall,Effective,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location646,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Overall,Caring,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location647,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Overall,Responsive,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location648,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Overall,Well-led,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location649,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Overall,Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location650,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location651,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location652,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,People with long term conditions,Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location653,HOPE CITADEL HEALTHCARE CIC,Hope Citadel Healthcare Community Interest Company,The Village Medical Practice,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2017-10-26T00:00:00Z,GP Practices,North West,Location
location654,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location655,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Older people,Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location656,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Overall,Safe,Good,2017-11-21T00:00:00Z,GP Practices,South East,Location
location657,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Overall,Effective,Good,2017-11-21T00:00:00Z,GP Practices,South East,Location
location658,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Overall,Caring,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location659,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Overall,Responsive,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location660,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Overall,Well-led,Good,2017-11-21T00:00:00Z,GP Practices,South East,Location
location661,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Overall,Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location662,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location663,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location664,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location665,INVICTA HEALTH CIC,Invicta Health Community Interest Company,Church Lane Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2018-05-08T00:00:00Z,GP Practices,South East,Location
location666,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,"Families, children and young people",Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location667,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Older people,Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location668,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Overall,Safe,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location669,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Overall,Effective,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location670,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Overall,Caring,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location671,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Overall,Responsive,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location672,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Overall,Well-led,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location673,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Overall,Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location674,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,People experiencing poor mental health (including people with dementia),Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location675,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,People whose circumstances may make them vulnerable,Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location676,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,People with long term conditions,Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location677,SUFFOLK GP FEDERATION CIC,Suffolk GP Federation C.I.C.,Walton Surgery,Primary Medical Services,location,Working age people (including those recently retired and students),Overall,Good,2019-09-17T00:00:00Z,GP Practices,East of England,Location
location678,CARERS FORWARD CIC,Carers Forward C.I.C.,Carers Forward Head office,Social Care Org,location,Overall,Safe,Good,2019-03-26T00:00:00Z,Community based adult social care services,West Midlands,Location
location679,CARERS FORWARD CIC,Carers Forward C.I.C.,Carers Forward Head office,Social Care Org,location,Overall,Effective,Good,2019-03-26T00:00:00Z,Community based adult social care services,West Midlands,Location
location680,CARERS FORWARD CIC,Carers Forward C.I.C.,Carers Forward Head office,Social Care Org,location,Overall,Caring,Good,2019-03-26T00:00:00Z,Community based adult social care services,West Midlands,Location
location681,CARERS FORWARD CIC,Carers Forward C.I.C.,Carers Forward Head office,Social Care Org,location,Overall,Responsive,Good,2019-03-26T00:00:00Z,Community based adult social care services,West Midlands,Location
location682,CARERS FORWARD CIC,Carers Forward C.I.C.,Carers Forward Head office,Social Care Org,location,Overall,Well-led,Good,2019-03-26T00:00:00Z,Community based adult social care services,West Midlands,Location
location683,CARERS FORWARD CIC,Carers Forward C.I.C.,Carers Forward Head office,Social Care Org,location,Overall,Overall,Good,2019-03-26T00:00:00Z,Community based adult social care services,West Midlands,Location
location684,ANGELS COMMUNITY ENTERPRISES CIC,Angels Community Enterprises C.I.C.,Angels Community Enterprises CIC,Social Care Org,location,Overall,Safe,Good,2016-01-11T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location685,ANGELS COMMUNITY ENTERPRISES CIC,Angels Community Enterprises C.I.C.,Angels Community Enterprises CIC,Social Care Org,location,Overall,Effective,Good,2016-01-11T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location686,ANGELS COMMUNITY ENTERPRISES CIC,Angels Community Enterprises C.I.C.,Angels Community Enterprises CIC,Social Care Org,location,Overall,Caring,Good,2016-01-11T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location687,ANGELS COMMUNITY ENTERPRISES CIC,Angels Community Enterprises C.I.C.,Angels Community Enterprises CIC,Social Care Org,location,Overall,Responsive,Good,2016-01-11T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location688,ANGELS COMMUNITY ENTERPRISES CIC,Angels Community Enterprises C.I.C.,Angels Community Enterprises CIC,Social Care Org,location,Overall,Well-led,Requires improvement,2016-01-11T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location689,ANGELS COMMUNITY ENTERPRISES CIC,Angels Community Enterprises C.I.C.,Angels Community Enterprises CIC,Social Care Org,location,Overall,Overall,Good,2016-01-11T00:00:00Z,Community based adult social care services,Yorkshire and The Humber,Location
location690,YOUR HEALTHCARE CIC,Your Healthcare Community Interest Company,Yourhealthcare Community Interest Company,Social Care Org,location,Overall,Safe,Good,2017-02-24T00:00:00Z,Community based adult social care services,London,Location
location691,YOUR HEALTHCARE CIC,Your Healthcare Community Interest Company,Yourhealthcare Community Interest Company,Social Care Org,location,Overall,Effective,Good,2017-02-24T00:00:00Z,Community based adult social care services,London,Location
location692,YOUR HEALTHCARE CIC,Your Healthcare Community Interest Company,Yourhealthcare Community Interest Company,Social Care Org,location,Overall,Caring,Good,2017-02-24T00:00:00Z,Community based adult social care services,London,Location
location693,YOUR HEALTHCARE CIC,Your Healthcare Community Interest Company,Yourhealthcare Community Interest Company,Social Care Org,location,Overall,Responsive,Good,2017-02-24T00:00:00Z,Community based adult social care services,London,Location
location694,YOUR HEALTHCARE CIC,Your Healthcare Community Interest Company,Yourhealthcare Community Interest Company,Social Care Org,location,Overall,Well-led,Good,2017-02-24T00:00:00Z,Community based adult social care services,London,Location
location695,YOUR HEALTHCARE CIC,Your Healthcare Community Interest Company,Yourhealthcare Community Interest Company,Social Care Org,location,Overall,Overall,Good,2017-02-24T00:00:00Z,Community based adult social care services,London,Location
